table,ansatz,model_tag,ic_idx,problem,final_time,N,mean_flux_error_reduction,std_flux_error_reduction,num_tests,paper_table_cell
1d_reeds,constant,best_sweep_n7_10x,6,Reeds,5.0,7,0.741254448890686,0.006694149225950241,10,0.7413 ± 0.0067
1d_reeds,constant,best_sweep_n7_10x,6,Reeds,10.0,7,0.5276938676834106,0.009345415979623795,10,0.5277 ± 0.0093
