table,ansatz,model_tag,ic_idx,problem,final_time,N,mean_flux_error_reduction,std_flux_error_reduction,num_tests,paper_table_cell
1d_reeds,nn,best_sweep_n9_10x,6,Reeds,5.0,9,0.358214795589447,0.03299132362008095,10,0.3582 ± 0.0330
1d_reeds,nn,best_sweep_n9_10x,6,Reeds,10.0,9,0.5745030045509338,0.07281724363565445,10,0.5745 ± 0.0728
