table,ansatz,model_tag,ic_idx,problem,final_time,N,mean_flux_error_reduction,std_flux_error_reduction,num_tests,paper_table_cell
1d_reeds,constant,paper_constant_baseline,6,Reeds,5.0,7,0.2502012848854065,0.0001533001777715981,10,0.2502 ± 0.0002
1d_reeds,constant,paper_constant_baseline,6,Reeds,10.0,7,0.40068596601486206,0.0005819039652124047,10,0.4007 ± 0.0006
